OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,City,TractBG,GlobalID,SqMiles,Acres
7648,26,163,531600,1,261635316001,Block Group 1,G5030,S,343709,0,+42.3947878,-083.1266023,Detroit,5316001,e5ccb801-3011-49f6-a2c5-debc33a696a9,0.13270678,84.93234339
7649,26,163,500300,2,261635003002,Block Group 2,G5030,S,321801,0,+42.4362970,-082.9654805,Detroit,5003002,4e76f512-772b-4c70-9132-703051341bb7,0.12424806,79.51875871
7650,26,163,500300,1,261635003001,Block Group 1,G5030,S,405286,0,+42.4403505,-082.9611613,Detroit,5003001,08a28f38-191c-40af-b975-a2ad846b5aa7,0.15648179,100.14835144
7651,26,163,500200,4,261635002004,Block Group 4,G5030,S,241704,0,+42.4474175,-082.9665867,Detroit,5002004,ad6394e4-8705-451b-a130-7dbd5e35eb9f,0.09332243,59.726359
7652,26,163,500200,3,261635002003,Block Group 3,G5030,S,211543,0,+42.4439389,-082.9676482,Detroit,5002003,ebe346d3-1760-44f5-b9b0-e7357c7adf7a,0.0816772,52.27341361
7653,26,163,500200,2,261635002002,Block Group 2,G5030,S,243113,0,+42.4445962,-082.9597350,Detroit,5002002,b532b1fd-9410-41bf-af4e-b21af822c929,0.09386645,60.07453049
7654,26,163,500200,1,261635002001,Block Group 1,G5030,S,243437,0,+42.4481988,-082.9598871,Detroit,5002001,e389a0c3-2bd5-4d85-81dd-7154e6cfc463,0.09399155,60.15459263
7655,26,163,500100,4,261635001004,Block Group 4,G5030,S,206376,0,+42.4433528,-082.9535775,Detroit,5001004,0ed0dc53-b5d8-4435-9d79-818e7c5941fb,0.07968221,50.9966201
7656,26,163,500100,3,261635001003,Block Group 3,G5030,S,230980,0,+42.4384492,-082.9535008,Detroit,5001003,b70e1923-d6c5-43bc-9e31-98f95e426ff4,0.08918187,57.0764009
7657,26,163,500100,2,261635001002,Block Group 2,G5030,S,290456,0,+42.4435930,-082.9487847,Detroit,5001002,cbafd57c-2e93-4536-908d-67218bc467e9,0.11214568,71.77324054
7658,26,163,524100,1,261635241001,Block Group 1,G5030,S,1022297,0,+42.3174724,-083.1367363,Detroit,5241001,30a10781-5443-4040-b24a-55db66c3dfb6,0.39471107,252.61508968
7659,26,163,524000,1,261635240001,Block Group 1,G5030,S,1220588,0,+42.3186576,-083.1201604,Detroit,5240001,58ec06db-6ea6-4357-bbb4-398d1bba6633,0.47127166,301.61386278
7660,26,163,523800,2,261635238002,Block Group 2,G5030,S,293589,0,+42.3126639,-083.1119560,Detroit,5238002,7b506867-c596-4726-acbe-1b231ffca7ce,0.11335534,72.5474217
7661,26,163,523800,4,261635238004,Block Group 4,G5030,S,387589,0,+42.3083763,-083.1094939,Detroit,5238004,bd8e21f6-a439-4098-a73f-17bf83a9771c,0.14964894,95.77532751
7662,26,163,523800,3,261635238003,Block Group 3,G5030,S,210502,0,+42.3080992,-083.1150279,Detroit,5238003,26b2a470-85e1-4a7e-83a3-c42829f9d172,0.08127527,52.01617691
7663,26,163,523400,2,261635234002,Block Group 2,G5030,S,230270,0,+42.3230773,-083.0935917,Detroit,5234002,4f2cecf7-4d69-473e-88e9-65df49c324c1,0.08890774,56.90095608
7664,26,163,544000,1,261635440001,Block Group 1,G5030,S,294104,0,+42.3797527,-083.2685252,Detroit,5440001,74826bd0-02b8-4023-ba82-3900a50ba247,0.11355418,72.67468097
7665,26,163,543900,1,261635439001,Block Group 1,G5030,S,622400,0,+42.3819782,-083.2546894,Detroit,5439001,949f6b0a-243c-41c7-9251-dfdd5a1b7d75,0.24030998,153.79838913
7666,26,163,543800,2,261635438002,Block Group 2,G5030,S,655196,0,+42.3894235,-083.2515106,Detroit,5438002,9b011244-7cb1-4f0a-8380-b5b79ad30dd2,0.25297259,161.9024572
7667,26,163,543800,1,261635438001,Block Group 1,G5030,S,344135,0,+42.3893759,-083.2588359,Detroit,5438001,7cffccfe-a341-4389-86b8-5d7a63955f0a,0.13287126,85.03761029
7668,26,163,543700,3,261635437003,Block Group 3,G5030,S,499663,0,+42.3908978,-083.2341430,Detroit,5437003,cbdb1600-7263-46b7-b77a-e45041740d4f,0.19292096,123.46941598
7669,26,163,543700,1,261635437001,Block Group 1,G5030,S,396808,0,+42.3860359,-083.2406959,Detroit,5437001,b8e7c85c-2f4d-42fa-96be-f769b0fb4bcf,0.15320842,98.05339202
7670,26,163,543600,3,261635436003,Block Group 3,G5030,S,433875,0,+42.3969543,-083.2437008,Detroit,5436003,26c29dcd-16de-4948-8c5c-b82926f9192b,0.16752007,107.21284718
7671,26,163,543600,2,261635436002,Block Group 2,G5030,S,637814,0,+42.3967929,-083.2517844,Detroit,5436002,a182e287-208b-4506-951b-63c97f430439,0.24626136,157.60727147
7672,26,163,545900,2,261635459002,Block Group 2,G5030,S,221578,0,+42.3469809,-083.2180300,Detroit,5459002,a17e5c66-06a3-4cdd-a60d-a22c847b1c57,0.08555174,54.75311611
7673,26,163,541100,5,261635411005,Block Group 5,G5030,S,200358,0,+42.4171417,-083.2409879,Detroit,5411005,9bc4c208-92b0-4fb2-b3fc-3ad5eebc0c4b,0.07735865,49.50953992
7674,26,163,541300,3,261635413003,Block Group 3,G5030,S,381287,0,+42.4238951,-083.2849424,Detroit,5413003,03bdc893-ccd6-424f-a1e6-3a5806942da2,0.14721573,94.2180694
7675,26,163,542600,3,261635426003,Block Group 3,G5030,S,415393,0,+42.3809809,-083.2109342,Detroit,5426003,e4b90dd1-6d09-4281-ad3c-6de06663e638,0.16038413,102.64584552
7676,26,163,504400,2,261635044002,Block Group 2,G5030,S,360719,0,+42.4016205,-082.9863959,Detroit,5044002,2563901d-62b2-4ff2-9927-be0b4983124c,0.13927438,89.13560592
7677,26,163,544000,2,261635440002,Block Group 2,G5030,S,715203,0,+42.3834835,-083.2666344,Detroit,5440002,5f47db74-aecb-484c-b69d-1fb886d84183,0.27614142,176.7305098
7678,26,163,539400,3,261635394003,Block Group 3,G5030,S,505269,0,+42.4280817,-083.1794837,Detroit,5394003,fd09dcc5-3681-4892-aaa6-a4afb9ad9c0d,0.19508545,124.85468875
7679,26,163,540100,4,261635401004,Block Group 4,G5030,S,202632,0,+42.4390741,-083.2166689,Detroit,5401004,e64b22e8-93f3-4d56-9a6c-ce58627e0fbb,0.07823665,50.07145756
7680,26,163,540100,3,261635401003,Block Group 3,G5030,S,119396,0,+42.4391792,-083.2117709,Detroit,5401003,e88f63f3-0792-413d-b2cf-a2ca345c303e,0.04609905,29.50339406
7681,26,163,540100,2,261635401002,Block Group 2,G5030,S,319685,0,+42.4393176,-083.2051207,Detroit,5401002,d901b7b9-487e-413e-9b2a-ac6b2ad66789,0.12343106,78.99588372
7682,26,163,539700,1,261635397001,Block Group 1,G5030,S,379945,0,+42.4369855,-083.1969372,Detroit,5397001,91e735c8-710d-4986-9f56-e6d58573777f,0.14669758,93.88645398
7683,26,163,539600,1,261635396001,Block Group 1,G5030,S,322633,0,+42.4268560,-083.1973016,Detroit,5396001,be54b1b4-5e1b-4921-97ef-5feaff571d60,0.12456929,79.72435038
7684,26,163,539600,3,261635396003,Block Group 3,G5030,S,333471,0,+42.4270390,-083.1923516,Detroit,5396003,b4feeb56-0b85-49ed-81b4-471a6aa57d98,0.12875387,82.4024785
7685,26,163,539500,4,261635395004,Block Group 4,G5030,S,598244,0,+42.4195858,-083.1948042,Detroit,5395004,5e248dda-89a5-4841-b3a6-0d53865e4f68,0.2309833,147.82931155
7686,26,163,539500,3,261635395003,Block Group 3,G5030,S,267092,0,+42.4204093,-083.1883484,Detroit,5395003,88299962-e780-492d-84d6-da5a5722d2d2,0.10312479,65.99987042
7687,26,163,539500,2,261635395002,Block Group 2,G5030,S,404191,0,+42.4201239,-083.1830441,Detroit,5395002,2112e9e3-c7d5-41d4-9a4e-6f0a07bb5c7e,0.15605901,99.87777105
7688,26,163,539500,1,261635395001,Block Group 1,G5030,S,299810,0,+42.4193717,-083.1772978,Detroit,5395001,a59a0fe7-863a-45f5-bd0d-a117749abb4b,0.11575728,74.08466427
7689,26,163,539400,2,261635394002,Block Group 2,G5030,S,346863,0,+42.4210436,-083.1732389,Detroit,5394002,9a06341e-15ce-42e7-b8ac-456701b176d0,0.13392455,85.71171376
7690,26,163,539400,1,261635394001,Block Group 1,G5030,S,314683,0,+42.4275939,-083.1729386,Detroit,5394001,38068d9f-b12e-4c94-ac2d-4811ea8c7098,0.12149978,77.7598626
7691,26,163,539300,4,261635393004,Block Group 4,G5030,S,299183,0,+42.4347311,-083.1731222,Detroit,5393004,a4cc8ee8-95df-4185-9401-79fbf4bccb99,0.1155152,73.9297292
7692,26,163,539300,3,261635393003,Block Group 3,G5030,S,346149,0,+42.4348121,-083.1780087,Detroit,5393003,aa6a229d-47e7-4a8d-8f32-0b3b793fd3f8,0.13364887,85.53528052
7693,26,163,539300,2,261635393002,Block Group 2,G5030,S,265543,0,+42.4327797,-083.1847861,Detroit,5393002,7ad037e9-795a-48fb-a324-1a6327038f5b,0.10252672,65.61710418
7694,26,163,539300,1,261635393001,Block Group 1,G5030,S,403877,0,+42.4363198,-083.1866126,Detroit,5393001,fb03d905-679e-483c-b3a2-b9b2a40ee51f,0.15593778,99.80017996
7695,26,163,539200,6,261635392006,Block Group 6,G5030,S,556452,0,+42.4420630,-083.1951779,Detroit,5392006,b0f514d8-6b1e-45e8-98fe-f5060e83c1d2,0.21484731,137.50228346
7696,26,163,543600,1,261635436001,Block Group 1,G5030,S,332400,0,+42.3966397,-083.2591202,Detroit,5436001,e840926e-d1c5-44a2-9b1d-ef50a659c534,0.12834035,82.13782864
7697,26,163,543400,3,261635434003,Block Group 3,G5030,S,425109,0,+42.3976691,-083.2368172,Detroit,5434003,dd861894-7fd5-4197-ab02-cd02fdc69c38,0.1641355,105.04672141
7698,26,163,543400,2,261635434002,Block Group 2,G5030,S,295016,0,+42.4041044,-083.2352829,Detroit,5434002,d9486f8e-0cd0-44f8-9059-865a6f776477,0.11390631,72.90004108
7699,26,163,543400,1,261635434001,Block Group 1,G5030,S,341994,0,+42.4042263,-083.2401792,Detroit,5434001,a219d799-de69-4c8c-8825-f5d5c575eff8,0.13204462,84.50855766
7700,26,163,543200,3,261635432003,Block Group 3,G5030,S,351233,0,+42.4096534,-083.2452559,Detroit,5432003,1eb168b5-2dba-487b-86e2-b5323e404f61,0.13561181,86.79156428
7701,26,163,543200,1,261635432001,Block Group 1,G5030,S,460335,0,+42.4128305,-083.2431157,Detroit,5432001,ab3a78c6-6c33-4baf-abde-83ac453e19eb,0.17773633,113.75125556
7702,26,163,543200,2,261635432002,Block Group 2,G5030,S,474312,0,+42.4110323,-083.2536680,Detroit,5432002,877ecb44-679c-404a-9008-376359bba4d2,0.18313288,117.20504747
7703,26,163,542900,4,261635429004,Block Group 4,G5030,S,322708,0,+42.3972389,-083.2299702,Detroit,5429004,f18971a9-3f17-42e7-9f3a-9f1a04ee8a49,0.12459825,79.74288329
7704,26,163,542900,3,261635429003,Block Group 3,G5030,S,314333,0,+42.3973372,-083.2251304,Detroit,5429003,d5880d90-ebd7-4e48-a393-2c10c5078866,0.12136464,77.67337572
7705,26,163,542900,2,261635429002,Block Group 2,G5030,S,308131,0,+42.3974470,-083.2204071,Detroit,5429002,d74ece31-cedd-40c9-9450-816446b2343d,0.11897004,76.14082815
7706,26,163,542900,1,261635429001,Block Group 1,G5030,S,356773,0,+42.4028120,-083.2282681,Detroit,5429001,f7e8d8e3-016b-4141-aed0-6df40eac0afe,0.13775082,88.16052809
7707,26,163,542800,3,261635428003,Block Group 3,G5030,S,243536,0,+42.3900366,-083.2291308,Detroit,5428003,43a674fc-4bba-4177-a21a-075497a75dee,0.09402977,60.17905606
7708,26,163,542800,2,261635428002,Block Group 2,G5030,S,317753,0,+42.3901271,-083.2248843,Detroit,5428002,a3edf8fe-2bc2-472d-8e68-abdea91737ac,0.12268511,78.51847612
7709,26,163,542800,1,261635428001,Block Group 1,G5030,S,314254,0,+42.3902347,-083.2201022,Detroit,5428001,c50e55f3-60a7-4ef6-827d-a1273e49f8a4,0.12133414,77.6538544
7710,26,163,542600,4,261635426004,Block Group 4,G5030,S,316293,0,+42.3817272,-083.2042760,Detroit,5426004,7848839b-1ea2-423d-acfd-3a1cabbaf4c1,0.12212141,78.15770227
7711,26,163,542600,1,261635426001,Block Group 1,G5030,S,300713,0,+42.3846977,-083.2016583,Detroit,5426001,1f3bd013-aa1a-4416-b86e-658e0d01ab77,0.11610593,74.30780043
7712,26,163,542500,2,261635425002,Block Group 2,G5030,S,251780,0,+42.3892007,-083.2148795,Detroit,5425002,7d9c2de4-ae10-4ef6-84e0-179b4f133db4,0.0972128,62.21619282
7713,26,163,542500,1,261635425001,Block Group 1,G5030,S,303086,0,+42.3912891,-083.2097898,Detroit,5425001,795be7a8-60a5-4b80-bc41-870d4e476868,0.11702215,74.8941815
7714,26,163,542400,3,261635424003,Block Group 3,G5030,S,263938,0,+42.3933919,-083.2043787,Detroit,5424003,97da717c-5523-4400-a7c1-f9a0c7ccd75d,0.10190703,65.22050005
7715,26,163,542400,2,261635424002,Block Group 2,G5030,S,238953,0,+42.3892962,-083.2052573,Detroit,5424002,7e968992-ce55-44b4-b73b-6cf6b23a881d,0.09226026,59.0465721
7716,26,163,542400,1,261635424001,Block Group 1,G5030,S,183077,0,+42.3893642,-083.2003797,Detroit,5424001,8fe79760-6973-4a71-b132-4df9b72e07a7,0.07068642,45.23931183
7717,26,163,542300,2,261635423002,Block Group 2,G5030,S,255732,0,+42.3961459,-083.2025418,Detroit,5423002,b602840c-eb9a-4a73-9026-c70dfac6d794,0.09873867,63.19275329
7718,26,163,542300,1,261635423001,Block Group 1,G5030,S,186033,0,+42.3990528,-083.2007256,Detroit,5423001,ab45a502-7bf0-455e-99ba-81b633d6e3f3,0.07182774,45.96975534
7719,26,163,535300,5,261635353005,Block Group 5,G5030,S,952066,0,+42.3764067,-083.1898994,Detroit,5353005,f8d093e2-e061-4cae-8d7e-5ba3943a763d,0.36759473,235.26063166
7720,26,163,537300,2,261635373002,Block Group 2,G5030,S,461506,0,+42.3827877,-083.1948686,Detroit,5373002,a4df07b3-3a2e-4de5-aaa3-153741d57b5e,0.17818846,114.04061596
7721,26,163,536200,2,261635362002,Block Group 2,G5030,S,433045,0,+42.4144882,-083.1651423,Detroit,5362002,9ce66b09-b183-4dc6-8ed8-92ef320b32a2,0.1671996,107.00774971
7722,26,163,501000,3,261635010003,Block Group 3,G5030,S,270075,0,+42.4216675,-082.9587746,Detroit,5010003,84a59afd-6030-4a3b-b4e6-d02c8b45cd13,0.10427654,66.73698577
7723,26,163,525800,2,261635258002,Block Group 2,G5030,S,326487,0,+42.3337338,-083.1254789,Detroit,5258002,3e11d0d6-e6be-4b26-a390-355defab4f53,0.12605733,80.67669452
7724,26,163,527300,1,261635273001,Block Group 1,G5030,S,441610,0,+42.3474839,-083.1153131,Detroit,5273001,ee5a1c26-673c-406b-b777-c1b38f9930df,0.17050657,109.1242073
7725,26,163,539200,5,261635392005,Block Group 5,G5030,S,238527,0,+42.4429827,-083.1782259,Detroit,5392005,fffaaeb1-1f3e-4ef2-9ef7-0371f4ce731d,0.09209578,58.94130521
7726,26,163,539200,4,261635392004,Block Group 4,G5030,S,192053,0,+42.4430855,-083.1733504,Detroit,5392004,2ed2ca1f-aec6-4123-976c-298887bf3079,0.07415207,47.45732973
7727,26,163,539200,1,261635392001,Block Group 1,G5030,S,199076,0,+42.4395006,-083.1758866,Detroit,5392001,86ffcb6b-1c1c-4b02-9ac8-64dae4450956,0.07686367,49.19275082
7728,26,163,539100,2,261635391002,Block Group 2,G5030,S,281904,0,+42.4420559,-083.1689700,Detroit,5391002,1fdca3e0-8829-4161-b5ab-1e3965cbd43a,0.10884374,69.65999532
7729,26,163,539100,1,261635391001,Block Group 1,G5030,S,340544,0,+42.4423071,-083.1640749,Detroit,5391001,fc3e43a2-9c8d-4d79-a24c-3435ba5d6034,0.13148477,84.15025486
7730,26,163,539000,4,261635390004,Block Group 4,G5030,S,216906,0,+42.4421889,-083.1597388,Detroit,5390004,d1f312f4-c5af-46a9-b8cc-2e5a678b9112,0.08374787,53.59863977
7731,26,163,539000,3,261635390003,Block Group 3,G5030,S,311831,0,+42.4422625,-083.1557834,Detroit,5390003,d0e50071-0912-4780-ba1b-e1a58587f2ba,0.12039862,77.05511806
7732,26,163,539000,2,261635390002,Block Group 2,G5030,S,322924,0,+42.4420781,-083.1509774,Detroit,5390002,dbad555c-d825-470c-984d-4a3e926182d5,0.12468165,79.79625805
7733,26,163,539000,1,261635390001,Block Group 1,G5030,S,456073,0,+42.4426611,-083.1453128,Detroit,5390001,970540f1-6776-428f-8ab7-da7730ef5a06,0.17609076,112.69809242
7734,26,163,538900,4,261635389004,Block Group 4,G5030,S,309806,0,+42.4332444,-083.1564741,Detroit,5389004,d8dbdad3-adcc-485b-832d-f34cc7bd2d03,0.11961676,76.55472966
7735,26,163,538900,3,261635389003,Block Group 3,G5030,S,353263,0,+42.4333696,-083.1467437,Detroit,5389003,13a4286e-8be0-4f51-ad04-7c5560cc07f4,0.1363956,87.2931882
7736,26,163,538900,2,261635389002,Block Group 2,G5030,S,448923,0,+42.4369634,-083.1486891,Detroit,5389002,c25e3e2e-3a11-410f-b833-5cf8fc65db45,0.17333013,110.93128895
7737,26,163,538900,1,261635389001,Block Group 1,G5030,S,174039,0,+42.4368179,-083.1584162,Detroit,5389001,6c0546da-b42d-4a40-b40a-9f6b4a265082,0.06719683,43.0059734
7738,26,163,538800,2,261635388002,Block Group 2,G5030,S,211625,0,+42.4348743,-083.1692394,Detroit,5388002,a109292a-e244-473d-81a5-12cc6c23bb80,0.08170886,52.29367625
7739,26,163,538800,1,261635388001,Block Group 1,G5030,S,449323,0,+42.4350756,-083.1643651,Detroit,5388001,4e71634f-6d6d-4945-8688-da350755f07c,0.17348458,111.0301311
7740,26,163,538700,2,261635387002,Block Group 2,G5030,S,359672,0,+42.4212712,-083.1681721,Detroit,5387002,898dd05e-1592-4c9f-acca-5827dca159f3,0.13887013,88.87688659
7741,26,163,538700,1,261635387001,Block Group 1,G5030,S,452728,0,+42.4213879,-083.1632978,Detroit,5387001,d1b36325-ebc6-4e45-a488-3b979790ef55,0.17479925,111.87152492
7742,26,163,538600,6,261635386006,Block Group 6,G5030,S,259090,0,+42.4260126,-083.1568363,Detroit,5386006,ddfb316a-b825-4943-8de4-a37442a997fb,0.1000352,64.02253316
7743,26,163,538600,5,261635386005,Block Group 5,G5030,S,258136,0,+42.4295969,-083.1569713,Detroit,5386005,301d7f5c-0f38-42d0-97ae-decb2d167d2e,0.09966686,63.78679462
7744,26,163,538600,4,261635386004,Block Group 4,G5030,S,200296,0,+42.4296565,-083.1499493,Detroit,5386004,b8b99502-1e9a-4b17-9b89-0757bd6b929e,0.07733471,49.49421939
7745,26,163,538600,3,261635386003,Block Group 3,G5030,S,201729,0,+42.4260911,-083.1497910,Detroit,5386003,3759ea77-3b3d-46b2-b82b-90b44c586028,0.077888,49.8483214
7746,26,163,538600,2,261635386002,Block Group 2,G5030,S,179700,0,+42.4261703,-083.1439779,Detroit,5386002,17e2ddb9-27e5-4509-8782-cfea4ee2d92b,0.06938255,44.40483696
7747,26,163,538600,1,261635386001,Block Group 1,G5030,S,178573,0,+42.4297614,-083.1441504,Detroit,5386001,e593766d-d19a-4cdc-a881-84c2ca805688,0.06894742,44.1263492
7748,26,163,538500,6,261635385006,Block Group 6,G5030,S,143651,0,+42.4205704,-083.1594399,Detroit,5385006,8e36a62b-9246-4eda-8cc3-8c6d630d74f7,0.05546396,35.49693508
7749,26,163,542200,4,261635422004,Block Group 4,G5030,S,213977,0,+42.4067037,-083.2097068,Detroit,5422004,23ff908c-b75a-4175-be71-8e254189f1fa,0.08261698,52.87486811
7750,26,163,542200,3,261635422003,Block Group 3,G5030,S,212683,0,+42.4030774,-083.2095533,Detroit,5422003,2895cde6-1637-486b-a5ca-d74abb479cfe,0.08211736,52.55511374
7751,26,163,542200,2,261635422002,Block Group 2,G5030,S,259779,0,+42.4033047,-083.2025007,Detroit,5422002,e360e2be-87ad-4cf2-bd55-8dfaea53049d,0.10030123,64.19278877
7752,26,163,542200,1,261635422001,Block Group 1,G5030,S,241637,0,+42.4069245,-083.2028027,Detroit,5422001,b3a804a4-d7ea-43c3-a9f3-1534657a73cd,0.09329656,59.70980294
7753,26,163,542100,6,261635421006,Block Group 6,G5030,S,211000,0,+42.4101985,-083.2150831,Detroit,5421006,34d0a0aa-8e4b-4c90-8d76-c7daef1bc863,0.08146755,52.13923539
7754,26,163,542100,5,261635421005,Block Group 5,G5030,S,244991,0,+42.4135495,-083.2156589,Detroit,5421005,a3a04487-07c5-457b-9b00-1238e12bcd5d,0.09459155,60.53859439
7755,26,163,542100,4,261635421004,Block Group 4,G5030,S,201614,0,+42.4121195,-083.2104187,Detroit,5421004,d5402d64-b37a-42bc-b108-9039998d58b9,0.0778436,49.81990428
7756,26,163,542100,3,261635421003,Block Group 3,G5030,S,213073,0,+42.4115953,-083.2070742,Detroit,5421003,0812e9f9-40ae-4f1e-a49a-c9247c97283f,0.08226794,52.65148484
7757,26,163,542100,2,261635421002,Block Group 2,G5030,S,177100,0,+42.4104855,-083.2017902,Detroit,5421002,bdeb4f30-9802-4331-8a5d-5c0c7cf8d190,0.06837869,43.76236297
7758,26,163,542100,1,261635421001,Block Group 1,G5030,S,251774,0,+42.4140708,-083.2030249,Detroit,5421001,93d9c00e-b97f-47c7-ae1a-159702910807,0.09721048,62.21471019
7759,26,163,514200,1,261635142001,Block Group 1,G5030,S,312359,0,+42.3821854,-083.0047876,Detroit,5142001,37afa2aa-1018-4fe5-b8a4-c96634ec5ec2,0.12060248,77.1855897
7760,26,163,514200,2,261635142002,Block Group 2,G5030,S,207080,0,+42.3864789,-083.0072905,Detroit,5142002,ab7f3b61-8570-4444-8b8d-059f076b7034,0.07995403,51.17058229
7761,26,163,514300,2,261635143002,Block Group 2,G5030,S,546831,0,+42.3879243,-082.9957510,Detroit,5143002,cb441239-b0c1-4747-bbde-c4455bfdf2c7,0.21113262,135.12488259
7762,26,163,514300,1,261635143001,Block Group 1,G5030,S,924976,0,+42.3906584,-082.9872595,Detroit,5143001,0326215e-cd76-4599-982c-1c328e43faa6,0.35713523,228.56654689
7763,26,163,514100,1,261635141001,Block Group 1,G5030,S,312688,0,+42.3775829,-082.9883013,Detroit,5141001,7f58fdc0-0680-4e2c-8583-0d222c257c96,0.12072951,77.26688737
7764,26,163,514100,2,261635141002,Block Group 2,G5030,S,295390,0,+42.3818652,-082.9911962,Detroit,5141002,212345a1-6c9e-432b-a826-53af95691ddc,0.11405071,72.99245849
7765,26,163,513900,3,261635139003,Block Group 3,G5030,S,349699,0,+42.3697804,-082.9895528,Detroit,5139003,64fe1f35-9508-4e8f-b8a8-8b68242d7a19,0.13501953,86.41250463
7766,26,163,513900,2,261635139002,Block Group 2,G5030,S,467889,0,+42.3719602,-082.9844559,Detroit,5139002,7676bac3-e967-4449-8afb-2252241191b6,0.18065295,115.61788961
7767,26,163,513900,1,261635139001,Block Group 1,G5030,S,468700,0,+42.3742858,-082.9788370,Detroit,5139001,1773b3ce-c2d9-4b1e-a1d7-e5bf371a5777,0.18096608,115.81829207
7768,26,163,513600,1,261635136001,Block Group 1,G5030,S,512760,0,+42.3674105,-082.9766544,Detroit,5136001,607ac341-3563-4c53-bff3-050654fd6b05,0.19797774,126.70575516
7769,26,163,513700,2,261635137002,Block Group 2,G5030,S,574780,0,+42.3683940,-082.9533886,Detroit,5137002,b089a57e-4299-482a-9c69-aafc6d66d300,0.22192379,142.03123089
7770,26,163,525000,3,261635250003,Block Group 3,G5030,S,1088773,0,+42.3016824,-083.1056176,Detroit,5250003,4a6a2b32-3544-4874-930f-f5b9debf3467,0.4203776,269.04166698
7771,26,163,520800,1,261635208001,Block Group 1,G5030,S,1348294,686823,+42.3254678,-083.0537969,Detroit,5208001,96ab37bb-0f38-44ca-a587-d43c21d6d580,0.52057922,333.17070257
7772,26,163,511400,1,261635114001,Block Group 1,G5030,S,721562,0,+42.3922805,-083.0734239,Detroit,5114001,7be3625c-f713-403e-9007-6cd83e512b82,0.27859664,178.30185292
7773,26,163,501500,5,261635015005,Block Group 5,G5030,S,562539,0,+42.4156417,-082.9315205,Detroit,5015005,b6f3c437-bb9a-40bd-b0fc-d5569df2c848,0.21719752,139.00641392
7774,26,163,501400,4,261635014004,Block Group 4,G5030,S,443697,0,+42.4125858,-082.9403461,Detroit,5014004,4ba87162-3615-4e75-9e5f-6519a2e661d6,0.17131236,109.63991623
7775,26,163,505000,1,261635050001,Block Group 1,G5030,S,554487,0,+42.4405058,-083.0081772,Detroit,5050001,a62abf49-a310-4345-9202-81d96c5aa758,0.21408862,137.01672139
7776,26,163,505000,2,261635050002,Block Group 2,G5030,S,203653,0,+42.4352748,-083.0102288,Detroit,5050002,e5e320cc-ebb5-4b31-bc1c-13d8e69a8fea,0.07863086,50.32375215
7777,26,163,505400,3,261635054003,Block Group 3,G5030,S,396190,0,+42.4202446,-082.9928883,Detroit,5054003,4f885658-3bff-49e7-a8d5-553324125d91,0.15296981,97.90068089
7778,26,163,538500,5,261635385005,Block Group 5,G5030,S,144931,0,+42.4206023,-083.1572587,Detroit,5385005,a7f76fc0-dc72-448b-a0b2-37b4abc31062,0.05595817,35.81322997
7779,26,163,538500,4,261635385004,Block Group 4,G5030,S,155952,0,+42.4206322,-083.1549800,Detroit,5385004,c58f7c12-ba49-4114-bdba-40834b83a6a6,0.0602134,38.53657837
7780,26,163,538500,3,261635385003,Block Group 3,G5030,S,160262,0,+42.4206746,-083.1525801,Detroit,5385003,39a2b887-f552-4c05-b082-19b505cbd434,0.0618775,39.60160256
7781,26,163,538500,2,261635385002,Block Group 2,G5030,S,181490,0,+42.4189526,-083.1436479,Detroit,5385002,5760a935-ef80-4ebe-8faf-270bd2e69218,0.07007368,44.84715559
7782,26,163,538500,1,261635385001,Block Group 1,G5030,S,179874,0,+42.4225701,-083.1438145,Detroit,5385001,13eb54f8-78f1-4960-9f0c-e7b51191aedd,0.06944973,44.4478333
7783,26,163,538400,3,261635384003,Block Group 3,G5030,S,314185,0,+42.4227229,-083.1361484,Detroit,5384003,8eaac750-e54a-4440-af87-1d6c61be0743,0.1213075,77.63680412
7784,26,163,538400,2,261635384002,Block Group 2,G5030,S,348317,0,+42.4265054,-083.1360383,Detroit,5384002,a60fd2b8-5cd4-43ef-b0a4-85556a91f5f2,0.13448594,86.07100499
7785,26,163,507100,4,261635071004,Block Group 4,G5030,S,379313,0,+42.4265371,-083.0749405,Detroit,5071004,f334e05b-92c1-4f18-907b-04b28c4a1b8a,0.14645356,93.73028338
7786,26,163,507100,1,261635071001,Block Group 1,G5030,S,211730,0,+42.4303727,-083.0744385,Detroit,5071001,ceff3cd0-a71a-475d-a480-715f0761d227,0.08174941,52.31962231
7787,26,163,507000,3,261635070003,Block Group 3,G5030,S,337239,0,+42.4295967,-083.0686286,Detroit,5070003,f47577dc-45a6-4acb-9c7f-bc308f8103ae,0.1302087,83.33357158
7788,26,163,507000,2,261635070002,Block Group 2,G5030,S,489189,0,+42.4297749,-083.0623951,Detroit,5070002,0d8d288f-edb9-43b9-ad4f-54c0e903f32c,0.18887692,120.88123422
7789,26,163,507000,1,261635070001,Block Group 1,G5030,S,359580,0,+42.4296775,-083.0558848,Detroit,5070001,cd04233c-5ccc-4bd5-955f-cd9ca0954125,0.13883461,88.85415289
